Name_cn,ID,Last_Name,Zi,Name_en,Affiliation,Dynasty,Birth_year,Death_year,Life_Span,Father,Father_ID,Native_place,Gender,Jun,Xian,Note,
孟兴,1381,孟,,Meng xing,蜀，魏,Wei,,,,孟达,123,右扶平陵,,右扶风,平陵,孟达子，议督军,
廖立,1382,廖,公渊,Liao li,蜀,Shu,,,,,,武陵临沅,,武陵,临沅,刘备自领荆州牧时辟廖立为从事。后为长沙太守。吕蒙袭取荆州，廖立弃城逃回益州。刘备称汉中王，廖立为侍中。立自谓才名为诸葛亮之二，而位在李严下，常怀怏怏，多有怨言。后废为民，徙汶山郡，死于徙所,
文恭,1383,文,仲宝,Wen gong,蜀,Shu,,,,,,梓潼,,梓潼,,仕蜀，曾任丞相参军、治中从事等。廖立言其“凡俗之人耳”,
狐忠,1384,狐,,Hu zhong,蜀,Shu,,,,,,,,,,李严参军。诸葛亮出祁山，李严遣狐忠及督军成藩呼亮还。,
成藩,1385,成,,Cheng fan,蜀,Shu,,,,,,,,,,李严督军。诸葛亮出祁山，李严遣成藩及参军狐忠呼亮还。,
刘琰,1386,刘,威硕,Liu yan,蜀,Shu,,,,,,豫州,,鲁国,,刘备在豫州时即为宾客，多有礼遇。官至行中军将军车骑将军都乡侯。然无本才。后疑其妻与刘禅有事，绑其妻，以鞋底掴之。妻告之。下狱，弃市。,
袁綝,1387,袁,,Yuan lin,蜀,Shu,,,,,,颍川,,颍川,,蜀汉将领。历任前将军、征西大将军，封都亭侯。其事不详。 仅见裴松之所引诸葛亮奏李严不法事书,
许允,1388,许,,Xu yun,蜀,Shu,,,,,,,,,,蜀汉将领，为行前护军、偏将军、汉成亭侯。其事不详。 仅见裴松之所引诸葛亮奏李严不法事书,
丁咸,1389,丁,,Ding xian,蜀,Shu,,,,,,,,,,蜀汉将领，官至行左护军、笃信中郎将。其事不详。 仅见裴松之所引诸葛亮奏李严不法事书,
刘敏,1390,刘,,Liu min,蜀,Shu,,,,,,零陵泉陵,,零陵,泉陵,蜀汉将领，官至行右护军、偏将军、扬威将军。其表兄为蒋琬。曾为王平护军,
上官雝,1391,上官,,Shangguan yong,蜀,Shu,,,,,,,,,,蜀汉将领，官至行中典军、讨虏将军。其事不详。 仅见裴松之所引诸葛亮奏李严不法事书,
阎晏,1392,阎,,Yan yan,蜀,Shu,,,,,,,,,,蜀汉将领，官至行参军、建义将军。其事不详。 仅见裴松之所引诸葛亮奏李严不法事书,
爨习,1393,爨,,Cuan xi,蜀,Shu,,,,,,,,,,李恢姑丈，官至参军偏将军,
杜义,1394,杜,,Du yi,蜀,Shu,,,,,,,,,,蜀汉将领，官至行参军、裨将军。其事不详。 仅见裴松之所引诸葛亮奏李严不法事书,
杜祺,1395,杜,,Du qi,蜀,Shu,,,,,,,,,,蜀汉将领。历位各郡郡守，转任监军，官至大将军蒋琬司马,
盛勃,1396,盛,,Sheng bo,蜀,Shu,,,,,,,,,,蜀汉将领，官至行参军、绥戎都尉。其事不详。 仅见裴松之所引诸葛亮奏李严不法事书,
樊岐,1397,樊,,Fan qi,蜀,Shu,,,,,,,,,,蜀汉将领，官至领从事中郎、武略中郎将。其事不详。 仅见裴松之所引诸葛亮奏李严不法事书,
李丰,1398,李,,Li feng,蜀,Shu,,,,李严,1148,南阳,,南阳,,李严子，官至朱提太守。与魏中书令李丰同名。,
夏侯楙,1399,夏侯,子林,Xiahou mao,魏,Wei,,,,夏侯惇,175,沛国谯,,沛国,谯,夏侯惇之子。娶曹操女清河公主。仕魏历任侍中、尚书，拜安西将军、镇东将军，假节，封列侯,
赵直,1400,赵,,Zhao zhi,蜀,Shu,,,,,,,,,,蜀汉占卜师，长于解梦,
傅群,1401,傅,,Fu qun,汉,EastHan,,,,,,,,,,建安后期荆州刺史。其事仅见杨仪传。当为曹操所署,
赵正,1402,赵,,Zhao zheng,蜀,Shu,,,,,,,,,,都尉，能以周易卜。仅见杨仪传,
杨虑,1403,杨,威方,Yang lv,蜀,Shu,,,,,,襄阳,,襄阳,,杨仪兄，年十七夭。,
霍峻,1404,霍,仲邈,Huo jun,蜀,Shu,180,219,40,,,南郡枝江,,南郡,枝江,枝江豪强，其兄笃合部曲百人。笃卒，刘表命峻领其众。后归刘备，备以其为中郎将，守葭萌。刘璋将攻之近一年而不能下。刘备嘉其功，为梓潼太守，裨将军。,
霍笃,1405,霍,,Huo du,汉,EastHan,,,,,,南郡枝江,,南郡,枝江,霍峻兄,
霍弋,1406,霍,绍先,Huo yi,蜀，魏，晋,Jin,,,,霍峻,1404,南郡枝江,,南郡,枝江,霍峻子。仕蜀历任太子舍人，谒者，丞相记室，黄门侍郎，永昌太守，建宁太守。归魏拜南中都督，封列侯,
罗宪,1407,罗,令则,Luo xian,蜀，魏，晋,Jin,218,270,53,,,襄阳,,襄阳,,仕蜀，太子舍人，庶子，尚书吏部郎，巴东太守。蜀亡，守永安，吴攻之不得。后归魏，晋。为凌江将军，万年亭侯，后改为西鄂县侯，进位冠军将军，假节,
吕兴,1408,吕,,Lv xing,吴，魏,Wei,,264,,,,,,,,原为吴将，属交阯太守孙谞。263年孙休征孔雀及大猪于交趾，吕兴因民心愤怒，杀孙谞，向霍弋求救，请归魏。魏诏令吕兴为安南将军、交阯太守。诏书未达，兴为功曹李统所杀。后霍弋率军平交趾、日南、九真。然终不能久，271年，吴又夺回交趾,
霍彪,1409,霍,,Huo biao,晋,Jin,,,,,,南郡枝江,,南郡,枝江,霍弋孙，晋越嶲太守,
杨宗,1410,杨,,Yang zong,蜀，晋,Jin,,,,,,,,,,罗宪参军，步协攻永安，罗宪遣杨宪突围北出，求救于陈骞。入晋为武陵太守,
罗袭,1411,罗,,Luo xi,晋,Jin,,,,,,襄阳,,襄阳,,罗宪子，仕晋为给事中,
常忌,1412,常,茂通,Chang ji,蜀，晋,Jin,,,,,,蜀郡江原,,蜀郡,江原,仕蜀为谒者仆射、黄门侍郎，长水参军，什邡、雒县令。入晋为相府舍人，河内令,
杜轸,1413,杜,超宗,Du zhen,蜀，晋,Jin,,,,,,蜀郡成都,,蜀郡,成都,师事谯周，入晋为犍为太守,
寿良,1414,寿,文淑,Shou liang,蜀，晋,Jin,,,,,,蜀郡成都,,蜀郡,成都,仕蜀，任益州从事，入晋为散骑、黄门侍郎。著有诸葛亮集，与陈寿本不同,
陈寿,1415,陈,承祚,Chen shou,蜀，晋,Jin,233,297,65,,,巴西安汉,,巴西,安汉,师事谯周，仕蜀为观阁令史，入晋为佐著作郎，补阳平令。著有《诸葛亮集》，《三国志》，《古国志》，《益部耆旧传》,
高轨,1416,高,,Gao gui,蜀，晋,Jin,,,,,,南郡,,南郡,,其事不详，仅见裴松之所引《襄阳记》,
许国,1417,许,,Xu guo,蜀，晋,Jin,,,,,,南阳,,南阳,,其事不详，仅见裴松之所引《襄阳记》,
费恭,1418,费,,Fei gong,蜀，晋,Jin,,,,费祎,1207,江夏𫑡县,,江夏,𫑡县,费祎之子。仕蜀为尚书郎,
孙霸,1419,孙,子威,Sun ba,吴,Wu,,250,,孙权,9,,,吴郡,富春,孙权的第四子。孙登死后，孙霸有宠，觊觎其兄孙和太子位。两宫之争持续数年，250年孙权废孙和，改立孙亮为太子，并赐死孙霸,
罗徽,1420,罗,,Luo hui,晋,Jin,,311,,罗袭,1411,襄阳,,襄阳,,罗宪孙，罗袭子，仕晋为顺阳内史。311年为王如所杀,
王如,1421,王,,Wang ru,晋,Jin,,,,,,京兆新丰,,京兆,新丰,西晋流民领袖。晋末，令流民归关中，王如率众反，攻下襄阳，自称大将军，领司、雍二州牧。与晋军战汉水。312降王敦，后被杀,
王山,1422,王,,Wang shan,蜀,Shu,,,,王连,1372,南阳,,南阳,,王连嗣子，仕蜀为江阳太守,
韩德高,1423,韩,,Han degao,汉,EastHan,,,,,,,,,,以字行，与向朗，徐庶，庞统善。然其事不详，仅见《襄阳记》,
向条,1424,向,,Xiang tiao,蜀,Shu,,,,向朗,1425,襄阳宜城,,襄阳,宜城,向朗嗣子，仕蜀为御史中丞，入晋为江阳太守，南中军司马,
向朗,1425,向,巨达,Xiang lang,蜀,Shu,,247,,,,襄阳宜城,,襄阳,宜城,初为刘表临沮长，后随刘备。历任巴西太守，转任牂牁、房陵，步兵校尉，丞相长史。马谡败，因知情不报免官。后虽复起任光禄勋，左将军，封侯，但悠游不问事二十余年。,
正昂,1426,正,,Zheng ang,蜀,Shu,,223,,,,,,,,为建宁太守，刘备死，益州渠帅雍闿杀正昂，降吴,
杨恭,1427,杨,,Yang gong,蜀,Shu,,,,,,犍为,,犍为,,少与张裔善，早死,
张毣,1428,张,,Zhang mu,蜀,Shu,,,,张裔,1168,蜀郡成都,,蜀郡,成都,张裔嗣子，历三郡守监军,
张都,1429,张,,Zhang du,蜀,Shu,,,,张裔,1168,蜀郡成都,,蜀郡,成都,张裔子，太子中庶子,
杨息,1430,杨,,Yang xi,蜀,Shu,,,,杨恭,1427,犍为,,犍为,,杨恭子。其父早死，张裔照护之，使立门户,
郑绰,1431,郑,,Zheng chuo,蜀,Shu,,,,,,,,,,蜀将。223年与陈曶讨叛将汉嘉太守黄元，生获之。他事不详。,
陈曶,1432,陈,,Chen hu,蜀,Shu,,,,,,,,,,蜀将。223年与郑绰讨叛将汉嘉太守黄元，生获之。他事不详。,
张郁,1433,张,,Zhang yu,蜀,Shu,,,,张裔,1168,蜀郡成都,,蜀郡,成都,张裔子,
岑述,1434,岑,元俭,Cen shu,蜀,Shu,,,,,,,,,,其字与廖化同。仕蜀为司盐校尉。231年诸葛亮北伐，李严以粮草不继呼亮还。军退，李严佯装不知，谎称军粮饶足。后事发，更欲杀督运领，即岑述。,
何祗,1435,何,君肃,He zhi,蜀,Shu,,,,,,蜀郡,,蜀郡,,仕蜀。初为杨洪迎门下书佐。有才干，历任成都令，郫县令，广汉太守，犍为太守,
王离,1436,王,伯元,Wang li,蜀,Shu,,,,,,广汉,,广汉,,仕蜀为督军从事，稍迁至犍为太守,
费诗,1437,费,公举,Fei shi,汉，蜀,Shu,,,,,,犍为南安,,犍为,南安,刘璋时为绵竹令。刘备攻蜀，降，为督军从事，转牂牁太守，再为州前部司马。刘备欲为帝，费诗劝缓其事，由是忤旨，左迁永昌从事。终于谏议大夫,
李鸿,1438,李,,Li hong,魏，蜀,Shu,,,,,,,,,,降人，见费诗传,
王冲,1439,王,,Wang chong,蜀，魏,Wei,,,,,,广汉,,广汉,,本为李严牙门将，为严所疾，惧罪降魏，任乐陵太守,
费立,1440,费,,Fei li,蜀，晋,Jin,,,,费诗,1437,犍为南安,,犍为,南安,费诗子，晋散骑常侍,
五梁,1441,五,德山,Wu liang,蜀,Shu,,,,,,犍为南安,,犍为,南安,仕蜀，以儒学称。历任诸葛亮功曹，议郎，谏议大夫，五官中郎将,
李伯仁,1442,李,,Li boren,蜀,Shu,,,,,,,,,,其名与事迹均不详，仅见杜微传,
丁厷,1443,丁,君干,Ding gong,蜀,Shu,,,,,,,,,,其事不详，仅见杜微，邓芝传,
李朝,1444,李,伟南,Li zhao,汉，蜀,Shu,,222,,,,广汉郪县,,广汉,郪县,李邵兄，历任临邛令，后为别驾从事。随刘备伐吴，在永安去世,
李邈,1445,李,汉南,Li miao,汉，蜀,Shu,,234,,,,广汉郪县,,广汉,郪县,李邵兄，历任至犍为太守、丞相参军、安汉将军。其人疏狂。诸葛亮死，李邈上书言：“吕禄、霍、禹未必怀反叛之心，孝宣不好为杀臣之君，直以臣惧其偪，主畏其威，故奸萌生。亮身杖强兵，狼顾虎视，五大不在边，臣常危之。今亮殒没，盖宗族得全，西戎静息，大小为庆”。 刘禅大怒，杀之,
周群,1446,周,仲直,Zhou qun,蜀,Shu,,,,周舒,1447,巴西阆中,,巴西,阆中,仕蜀，术士，善观星,
周舒,1447,周,叔布,Zhou shu,汉,EastHan,,,,,,巴西阆中,,巴西,阆中,周群父。少学术于杨厚，名亚董扶，任安,
张裕,1448,张,南和,Zhang yu,汉,EastHan,,,,,,蜀郡,,蜀郡,,先后属刘璋，刘备，官至后部司马，善术数。尝嘲笑刘备，又言刘氏祚尽，为刘备所恨，弃市,
周臣,1449,周,,Zhou chen,蜀,Shu,,,,周群,1446,巴西阆中,,巴西,阆中,周群子，亦善术数,
刘熙,1450,刘,成国,Liu xi,汉,EastHan,,,,,,北海,,北海,,汉末经学家，著有《释名》和《孟子注》,
胡潜,1451,胡,公兴,Hu qian,汉,EastHan,,,,,,魏郡,,魏郡,,刘备定蜀，以许慈，胡潜为学士。“不知其所以在益土。卓荦強识”,
来敏,1452,来,敬达,Lai min,汉，蜀,Shu,,,,来艳,1459,南阳新野,,南阳,新野,黄琬妻弟，汉末随其姐奔荆州，后又至蜀。刘备定蜀，为典学校尉。历任太子家令，虎贲中郎将，辅军将军，大长秋，执慎将军,
上官显,1453,上官,,Shangguan xian,魏，蜀,Shu,,,,,,,,,,其事不详。诸葛亮北伐时降蜀,
黄琬,1454,黄,子琰,Huang wan,汉,EastHan,141,192,52,,,江夏安陆,,江夏,安陆,汉末大臣，因党锢被禁二十多年。曾任五官中郎将。董卓当政，征黄琬为司徒，迁太仆，封侯。与王允共谋诛杀董卓。李傕、郭汜乱长安，下黄琬狱，死狱中,
许勋,1455,许,,Xu xun,蜀,Shu,,,,许慈,1178,南阳,,南阳,,许慈子，博士,
镡承,1456,镡,公文,Tan cheng,蜀,Shu,,,,,,广汉,,广汉,,蜀汉官员，历任郡守，少府，后迁至太常,
裴俊,1457,裴,奉先,Pei jun,汉，蜀,Shu,,,,裴茂,715,河东闻喜,,河东,闻喜,裴潜之弟，裴辑、裴徽的哥哥。仕蜀为光禄勋。与吕布同表字,
裴越,1458,裴,令绪,Pei yue,蜀，晋,Jin,,,,裴俊,1457,河东闻喜,,河东,闻喜,裴俊子，仕蜀为督军。蜀亡，入晋为议郎,
来艳,1459,来,季德,Lai yan,汉,EastHan,,178,,,,南阳新野,,南阳,新野,南阳望族，官至太常，司空,
来忠,1460,来,,Lai zhong,蜀,Shu,,,,来敏,1452,南阳新野,,南阳,新野,来敏子，博览经书。为姜维参军,
尹宗,1461,尹,,Yin zong,蜀,Shu,,,,尹默,1175,梓潼涪,,梓潼,涪,尹默子,
李譔,1462,李,钦仲,Li zhuan,蜀,Shu,,,,李仁,1463,梓潼涪,,梓潼,涪,仕蜀，博涉多闻。历任州书佐、尚书令史，太子庶子，太子仆，中散大夫、右中郎将,
李仁,1463,李,德贤,Li ren,汉,EastHan,,,,,,梓潼涪,,梓潼,涪,李譔父。与同县尹默游荆州，从司马徽，宋忠学,
陈术,1464,陈,申伯,Chen zhu,蜀,Shu,,,,,,汉中,,汉中,,博学多闻，历任三郡太守,
文立,1465,文,广休,Wen li,蜀，晋,Jin,,279,,,,巴郡临江,,巴郡,临江,少时游于蜀国太学，师事谯周，门人以立为颜回，陈寿、李虔为游夏，罗宪为子贡。入晋历任济阳太守、太子中庶子、散骑常侍,
谯熙,1466,谯,,Qiao xi,蜀，晋,Jin,,,,谯周,1176,巴西西充,,巴西,西充,谯周长子,
董荣,1467,董,,Dong rong,晋,Jin,,,,,,,,,,西晋初年益州刺史,
李通,1468,李,,Li tong,晋,Jin,,,,,,,,,,与曹操将同名。西晋初年益州刺史董荣从事,
谯贤,1469,谯,,Qiao xian,晋,Jin,,,,谯周,1176,巴西西充,,巴西,西充,谯周次子,
谯同,1470,谯,,Qiao tong,晋,Jin,,,,谯周,1176,巴西西充,,巴西,西充,谯周少子。孝廉，除锡令，东宫洗马,
谯秀,1471,谯,元彦,Qiao xiu,晋,Jin,,,,谯熙,1466,巴西西充,,巴西,西充,谯熙长子谯熙子。,
李雄,1472,李,仲儁,Li xiong,晋,Jin,274,334,61,李特,#N/A,巴西宕渠,,巴西,宕渠,成汉开国皇帝。其父李特及兄李荡死后，自称大都督、大将军、益州牧。306年称帝于成都,
李寿,1473,李,武考,Li shou,晋,Jin,300,343,44,李骧,1076,巴西宕渠,,巴西,宕渠,李特弟李骧少子。李雄死后，李寿被封汉王，兼任梁州刺史。为执政者所猜疑，遂起兵，突袭成都，杀李雄子女，自立为帝,
李骧,1474,李,玄龙,Li xiang,晋,Jin,,328,,,,巴西宕渠,,巴西,宕渠,李特弟。随其叛晋，在成汉官至太傅。其子李寿称帝后尊其为献皇帝,
桓温,1475,桓,元子,Huan wen,东晋,EastJin,312,373,62,桓彝,#N/A,谯国龙亢,,谯国,龙亢,仕东晋官至大司马、录尚书事。灭成汉，三次北伐，欲篡位，然枋头大败，忿而废司马奕为东海王，立简文帝司马昱。受制于王、谢，至死未得九锡,
萧敬,1476,萧,,Xiao jing,东晋,EastJin,,,,,,,,,,东晋末蜀地叛贼。仅见谯周传裴松之所引《晋阳秋》,
朴胡,1477,朴,,Po hu,汉,EastHan,,,,,,,,,,东汉末年巴郡七姓夷王，与杜濩背刘璋降张鲁，后又随张鲁降曹操。为巴东太守，封列侯,
杜濩,1478,杜,,Du huo,汉,EastHan,,,,,,,,,,东汉末事迹同朴胡。降曹操后为巴西太守，封列侯,
黄崇,1479,黄,,Huang chong,蜀,Shu,,,,黄权,1096,巴西阆中,,巴西,阆中,黄权子。夷陵之战，黄权被迫降魏，黄崇留蜀中，为尚书郎。随诸葛瞻拒邓艾，临阵见杀,
黄邕,1480,黄,,Huang yong,魏,Wei,,,,黄权,1096,巴西阆中,,巴西,阆中,黄权嗣子，随其父在曹魏。,
邓方,1481,邓,孔山,Deng fang,汉，蜀,Shu,,,,,,南郡,,南郡,,以荆州从事随刘备入蜀，任朱提太守，后迁安远将军兼庲降都督。卒于任内。杨戏赞“以少御多，殊方保业”,
李遗,1482,李,,Li yi,蜀,Shu,,,,李恢,260,建宁俞元,,建宁,俞元,李恢嗣子,
李球,1483,李,,Li qiu,蜀,Shu,,263,,,,建宁俞元,,建宁,俞元,李恢侄子，羽林右部督。263年随诸葛瞻拒邓艾，死阵,
吕凯,1484,吕,季平,Lv kai,汉，蜀,Shu,,225,,,,永昌不韦,,永昌,不韦,仕郡为五官掾属功曹。雍闿叛降东吴，遥署为永昌太守，吕凯与府丞王伉抵抗多年，使雍闿不能入郡。225年诸葛亮南征，以吕凯为云南太守，封侯，然吕凯当时已被叛夷所害,
王伉,1485,王,,Wang kang,汉，蜀,Shu,,,,,,蜀郡,,蜀郡,,事见吕凯传。后为永昌太守，封侯,
吕祥,1486,吕,,Lv xiang,蜀，晋,Jin,,,,吕凯,1484,永昌不韦,,永昌,不韦,吕凯嗣子。入西晋，为永昌太守。302年后官至南夷校尉。祥子及孙世为永昌太守,
马修,1487,马,,Ma xiu,蜀,Shu,,,,马忠,1200,巴西阆中,,巴西,阆中,马忠嗣子,
马恢,1488,马,,Ma hui,蜀,Shu,,,,马忠,1200,巴西阆中,,巴西,阆中,马忠子，马修弟,
马义,1489,马,,Ma yi,蜀，晋,Jin,,,,马恢,1488,巴西阆中,,巴西,阆中,马恢子，晋建宁太守,
张表,1490,张,伯达,Zhang biao,蜀,Shu,,,,,,蜀郡,,蜀郡,,名士。仕蜀，安南将军、尚书、庲降都督、后将军,
张休,1491,张,,Zhang xiu,蜀,Shu,,228,,,,,,,,蜀将，因街亭之败而被诸葛亮处决,
李盛,1492,李,,Li sheng,蜀,Shu,,228,,,,,,,,蜀将，因街亭之败而被诸葛亮处决,
黄袭,1493,黄,,Huang xi,蜀,Shu,,,,,,,,,,蜀将，因街亭之败而被诸葛亮夺兵,
王训,1494,王,,Wang xun,蜀,Shu,,,,王平,1208,巴西宕渠,,巴西,宕渠,王平嗣子,
句扶,1495,句,孝兴,Ju fu,蜀,Shu,,,,,,巴西汉昌,,巴西,汉昌,王平同郡。“忠勇宽厚，数有战功，功名爵位亚平”。官至左将军,
張嶷,1496,張,伯岐,Zhang yi,蜀,Shu,,254,,,,巴郡南充,,巴郡,南充,出自孤微，弱冠为县功曹。累功至牙门将，属马忠。与姚伷，龚禄善。任越巂太守十五年。254年随姜维北伐。军前与魏将徐质交锋，临阵殒身,
龚禄,1497,龚,德绪,Gong lu,汉，蜀,Shu,195,225,31,,,巴西安汉,,巴西,安汉,刘备定益州，龚禄为郡从事牙门将。与張嶷，姚伷善。225年为越巂太守，随诸葛亮南征，为蛮夷所害,
龚衡,1498,龚,,Gong heng,汉，蜀,Shu,,,,,,巴西安汉,,巴西,安汉,龚禄弟。景耀中为领军,
姚伷,1499,姚,子绪,Yao zhou,蜀,Shu,,242,,,,巴西阆中,,巴西,阆中,与張嶷，龚禄善。223年为广汉太守。后官至尚书仆射,
张尉,1500,张,,Zhang wei,蜀,Shu,,,,,,,,,,蜀将。236年，武都氐王苻健请降，张尉往迎,
焦璜,1501,焦,,Jiao huang,蜀,Shu,,,,,,,,,,仕蜀为越巂太守，为蛮夷所杀,
魏狼,1502,魏,,Wei lang,蜀,Shu,,,,,,,,,,蛮夷帅，为張嶷所生擒,
冬逢,1503,冬,,Dong feng,蜀,Shu,,,,,,,,,,苏祁邑首领，为張嶷所杀,
隗渠,1504,隗,,Wei qu,蜀,Shu,,,,,,,,,,冬逢弟,
李求承,1505,李,,Li qiucheng,蜀,Shu,,,,,,,,,,斯都首领，亲手杀了龚禄。后被張嶷所杀,
狼岑,1506,狼,,Lang cen,蜀,Shu,,,,,,,,,,定莋豪帅，为張嶷所杀,
狼路,1507,狼,,Lang lu,蜀,Shu,,,,,,,,,,汉嘉郡旄牛部首领，其姑婿为冬逢,
离将,1508,离,,Li jiang,蜀,Shu,,,,,,,,,,狼路叔父,
郭脩,1509,郭,孝先,Guo xiu,魏,Wei,,253,,,,凉州西平,,西平,,凉州人，被姜维俘虏后降蜀，为左将军。253年趁费祎开岁首大会，刺杀了他。,
李简,1510,李,,Li jian,魏，蜀,Shu,,,,,,,,,,曹魏狄道长。254年降蜀，姜维趁势北伐，杀魏将徐质，在狄道之战大破王经,
张瑛,1511,张,,Zhang ying,蜀,Shu,,,,張嶷,1496,巴郡南充,,巴郡,南充,張嶷长子,
张护雄,1512,张,,Zhang huxiong,蜀,Shu,,,,張嶷,1496,巴郡南充,,巴郡,南充,張嶷嗣子,
张奕,1513,张,,Zhang yi,晋,Jin,,,,,,巴郡南充,,巴郡,南充,張嶷孙，晋凉州刺史,
刘邕,1514,刘,南和,Liu yong,汉，蜀,Shu,,,,,,义阳,,义阳,,《华阳国志》记其为零陵人。随刘备入蜀。历任江阳太守，建军后将军。封侯,
阴化,1515,阴,,Yin hua,汉，蜀,Shu,,,,,,河内,,河内,,219年为武阳县令，曾出使东吴。孙权与诸葛亮信有言“丁厷掞张，阴化不尽”,
庞延,1516,庞,,Pang yan,蜀,Shu,,,,,,,,,,其事不详，仅见蒋琬传,
杨戏,1517,杨,文然,Yang xi,蜀,Shu,,261,,,,犍为武阳,,犍为,武阳,少年知名，从州书佐为督军从事，后为诸葛亮主簿。历任尚书右选部郎、治中从事史、大将军东曹掾，南中郎将、领建宁郡太守。拜护军监军，出领梓潼郡太守，入为射声校尉。著有《季汉辅臣赞》,
杨敏,1518,杨,,Yang min,蜀,Shu,,,,,,,,,,仕蜀为督农。曾毁蒋琬“作事愦愦，诚非及前人”,
费伯仁,1519,费,,Fei boren,汉，蜀,Shu,,,,,,,,江夏,𫑡,费祎族父,
许叔龙,1520,许,,Xu shulong,汉,EastHan,,,,,,,,汝南,,名不详。仅见费祎传,
殷基,1521,殷,,Yin ji,吴，晋,Jin,,,,殷礼,#N/A,,,,云阳,殷礼子，仕吴为无难督，入晋迁尚书左丞。著有《通语》,
费承,1522,费,,Fei cheng,蜀,Shu,,,,费祎,1207,,,江夏,𫑡,费祎嗣子,
费恭,1523,费,,Fei gong,蜀,Shu,,,,费祎,1207,,,江夏,𫑡,费承弟，尚公主，为尚书郎，早卒,
姜冏,1524,姜,,Jiang jiong,魏,Wei,,,,,,凉州,,天水,冀县,姜维父。曾为郡功曹，死事，由是赐姜维官中郎,
梁绪,1525,梁,,Liang xu,魏，蜀,Shu,,,,,,,,,,与姜维同为凉州天水功曹，降汉，官至大鸿胪,
尹赏,1526,尹,,Yin shang,魏，蜀,Shu,,,,,,,,,,与姜维同为凉州天水功曹，降汉，官至执金吾,
梁虔,1527,梁,,Liang qian,魏，蜀,Shu,,,,,,,,,,与姜维同为凉州天水功曹，降汉，官至大长秋,
梁虔,1528,梁,,Liang qian,魏,Wei,,,,,,,,,,曹魏天水太守。228年诸葛亮出兵祁山，马遵将官属随雍州刺史郭淮外出案行，闻之弃众东还上邽,
上官子休,1529,上官,,Shangguan zixiu,魏，蜀,Shu,,,,,,,,,,天水郡吏。见姜维传裴松之所引《魏略》,
蒋舒,1530,蒋,,Jiang shu,蜀，晋,Jin,,,,,,,,,,阳平关守将，前为武兴督，因被降职，心怀怨恨，在钟会进攻时出降,
傅佥,1531,傅,,Fu qian,蜀,Shu,,263,,傅肜,1559,,,义阳,,关中都督，263年魏伐蜀，傅佥守阳平关。蒋舒投降，傅佥战死,
傅著,1532,傅,,Fu zhu,蜀，晋,Jin,,,,傅佥,1531,,,义阳,,傅佥子,
傅募,1533,傅,,Fu mu,蜀，晋,Jin,,,,傅佥,1531,,,义阳,,傅佥子,
宋玮,1534,宋,,Song wei,蜀,Shu,,,,,,,,,,其人不详，仅见邓芝传,
张微,1535,张,,Zhang wei,蜀,Shu,,,,张翼,1016,,,犍为,武阳,张翼子，官至广汉太守,
程祁,1536,程,公弘,Cheng qi,蜀,Shu,,,,程畿,1560,,,巴西,阆中,少时与巴西程祁、蜀郡张表、杨戏并知名。早亡,
杨汰,1537,杨,季儒,Yang tai,蜀,Shu,,,,,,,,巴郡,,少时与巴郡杨汰、蜀郡张表、杨戏并知名。早亡,
张表,1538,张,伯达,Zhang biao,蜀,Shu,,,,,,,,蜀郡,,少时与巴西程祁、巴郡杨汰、蜀郡杨戏并知名。后至尚书,
韩俨,1539,韩,,Han yan,蜀,Shu,,,,,,,,巴西,,杨戏好友,
黎韬,1540,黎,,Li tao,蜀,Shu,,,,,,,,巴西,,杨戏好友,
李密,1541,李,令伯,Li mi,蜀，晋,Jin,,,,,,,,犍为,武阳,仕蜀大将军主簿，太子洗马。《陈情表》作者。仕晋温县令,
司马泰,1542,司马,子舒,Sima tai,魏，晋,Jin,,299,,司马馗,#N/A,,,河内,温,司马懿四弟司马馗 之子，司马越父，封陇西王,
胡熊,1543,胡,,Hu xiong,魏，晋,Jin,,,,,,,,,,其人不详。见杨戏传裴松之注。或为胡质子胡罴,
皇甫谧,1544,皇甫,士安,Huangfu mi,魏，晋,Jin,215,282,68,皇甫叔侯,#N/A,,,安定,朝那,皇莆嵩曾孙。人称“书淫”。著有多书,
陈到,1545,陈,叔至,Chen dao,蜀,Shu,,,,,,,,汝南,,自豫州随先主，名位常亚赵云，俱以忠勇称。官至永安都督、征西將軍，封亭侯,
辅匡,1546,辅,元弼,Fu kuang,蜀,Shu,,,,,,,,襄阳,,随刘备入蜀，为巴郡太守。官至右将军，封侯,
刘式,1547,刘,,Liu shi,蜀,Shu,,,,刘邕,1514,,,义阳,,刘邕嗣子,
刘武,1548,刘,,Liu wu,蜀,Shu,,,,刘邕,1514,,,义阳,,刘邕少子,
卫文经,1549,卫,,Wei wenjing,蜀,Shu,,,,,,,,,,其人不详，仅见杨戏《季汉辅臣赞》,
韩士元,1550,韩,,Han shiyuan,蜀,Shu,,,,,,,,,,其人不详，仅见杨戏《季汉辅臣赞》,
张存,1551,张,处仁,Zhang cun,蜀,Shu,,,,,,,,南阳,,以荆州从事随刘备入蜀，任广汉太守。素不服庞统。庞统死，曰“统虽尽忠可惜，然违大雅之义”。刘备怒而免其官,
习忠,1552,习,,Xi zhong,蜀,Shu,,,,习祯,1319,,,襄阳,,习祯子,
习隆,1553,习,,Xi long,晋,Jin,,,,习忠,1552,,,襄阳,,习忠子，为步兵校尉，掌校秘书,
